ID,Child_Type,Union,Gender,Alive,Livewith,Relation,Caregiver,Slum,PI16_DATE,Child_Age
477,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jul 15,18.66392881587953
477,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jul 15,11.37850787132101
477,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jul 15,7.381245722108145
477,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jul 15,3.000684462696783
478,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jul 15,8.750171115674195
478,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jul 15,14.74880219028063
478,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jul 15,7.000684462696783
478,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jul 15,13.00205338809035
483,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jul 15,.4024640657084189
484,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,26 Jul 15,11.17864476386037
486,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,25 Jul 15,7.19233401779603
486,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,25 Jul 15,8.276522929500342
412,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jul 15,5.672826830937714
125,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Jun 15,1.861738535249829
247,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,23 Jun 15,5.347022587268994
413,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Jul 15,4.134154688569473
286,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,26 Jun 15,5.08145106091718
251,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,23 Jun 15,.5913757700205339
433,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Jul 15,3.206023271731691
48,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Jun 15,5.248459958932238
371,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Jul 15,4.344969199178645
123,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Jun 15,3.928815879534565
4,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,28 May 15,4.985626283367557
435,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Jul 15,4.843258042436688
18,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,29 May 15,1.505817932922656
79,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jun 15,1.264887063655031
416,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Jul 15,2.825462012320329
74,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,3.030800821355236
19,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,30 May 15,3.885010266940452
162,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Jun 15,3.594798083504449
29,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,31 May 15,.974674880219028
20,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,29 May 15,5.141683778234087
468,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jul 15,1.99315537303217
99,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Jun 15,1.026694045174538
306,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,25 Jun 15,2.034223134839151
101,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jun 15,2.559890485968515
285,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,26 Jun 15,.4435318275154004
140,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Jun 15,3.904175222450376
124,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,4.210814510609172
248,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jun 15,5.730321697467488
265,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,23 Jun 15,5.527720739219713
150,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,16 Jun 15,4
231,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,5.713894592744696
443,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Jul 15,4.971937029431896
464,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jul 15,4.427104722792608
462,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jul 15,.3641341546885695
100,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,1.88911704312115
47,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Jun 15,3.430527036276523
75,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Jun 15,.944558521560575
103,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,4.068446269678303
233,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,5.371663244353183
234,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,5.169062286105407
122,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Jun 15,4.58590006844627
21,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,30 May 15,2.053388090349076
271,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,26 Jun 15,5.596167008898015
46,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Jun 15,5.253935660506502
149,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Jun 15,2.932238193018481
102,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Jun 15,1.245722108145106
188,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Jun 15,2.726899383983573
166,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,16 Jun 15,5.371663244353183
172,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,16 Jun 15,4.629705681040384
207,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jun 15,4.85968514715948
78,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Jun 15,.6050650239561944
165,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,16 Jun 15,3.879534565366188
190,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jun 15,2.795345653661875
146,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jun 15,6.105407255304586
465,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jul 15,5.221081451060917
236,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jun 15,1.842573579739904
161,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jun 15,1.963039014373717
137,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jun 15,.2683093771389459
184,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Jun 15,5.765913757700205
186,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,16 Jun 15,.9089664613278576
175,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Jun 15,2.354551676933607
252,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,23 Jun 15,5.180013689253935
415,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Jul 15,2.628336755646817
130,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jun 15,4.991101984941821
187,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Jun 15,5.28952772073922
242,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jun 15,.6516084873374401
5,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 May 15,4.840520191649555
210,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jun 15,2.056125941136208
375,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Jul 15,2.576317590691307
191,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jun 15,5.379876796714579
164,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jun 15,1.431895961670089
160,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jun 15,4.303901437371663
209,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jun 15,4.999315537303217
230,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jun 15,2.54072553045859
129,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Jun 15,4.246406570841889
173,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,16 Jun 15,1.026694045174538
127,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Jun 15,5.856262833675565
128,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Jun 15,4.939082819986311
298,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 Jun 15,1.451060917180014
228,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,3.874058863791924
159,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jun 15,5.273100616016428
472,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,16 Jul 15,5.426420260095825
202,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jun 15,4.328542094455853
136,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jun 15,1.486652977412731
208,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jun 15,2.464065708418891
200,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jun 15,3.299110198494182
163,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Jun 15,.9965776865160849
215,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,5.226557152635182
185,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jun 15,2.997946611909651
199,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jun 15,5.30321697467488
287,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jun 15,5.590691307323751
198,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jun 15,2.598220396988364
226,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,.7501711156741958
189,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jun 15,5.672826830937714
301,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jun 15,4.117727583846681
272,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jun 15,5.1854893908282
104,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jun 15,.3477070499657768
436,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Jul 15,3.652292950034223
398,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Jul 15,1.23750855578371
356,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jul 15,3.0362765229295
357,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jul 15,5.431895961670089
460,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jul 15,4.698151950718686
145,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jun 15,.5201916495550992
456,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Jul 15,1.497604380561259
361,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jul 15,3.101984941820671
362,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jul 15,4.763860369609857
305,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jun 15,.6078028747433265
429,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Jul 15,5.404517453798768
466,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jul 15,5.45927446954141
430,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Jul 15,4.098562628336755
86,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,3.299110198494182
8,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 May 15,3.162217659137577
224,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,1.103353867214237
427,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jul 15,2.688569472963724
53,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 May 15,4.676249144421629
44,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,29 May 15,1.297741273100616
148,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jun 15,1.763175906913073
360,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jul 15,4.618754277891855
350,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jul 15,4.459958932238193
359,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jul 15,5.190965092402464
414,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Jul 15,5.347022587268994
288,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,25 Jun 15,2.872005475701574
303,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jul 15,3.337440109514032
448,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Jul 15,5.149897330595483
237,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jun 15,3.589322381930185
235,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,31 May 15,2.674880219028063
77,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,31 May 15,2.926762491444216
358,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Jul 15,2.069815195071869
355,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Jul 15,1.322381930184805
345,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Jul 15,.9856262833675564
76,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,30 May 15,5.897330595482546
363,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jul 15,3.482546201232033
174,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Jun 15,5.831622176591376
302,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,29 Jun 15,4.454483230663929
144,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Jun 15,.9253935660506503
387,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Jul 15,2.822724161533197
192,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jun 15,3.159479808350445
390,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jul 15,1.650924024640657
289,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jun 15,4.933607118412047
349,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Jul 15,3.099247091033539
461,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jul 15,2.598220396988364
304,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jul 15,1.754962354551677
134,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Jun 15,2.844626967830253
333,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jul 15,.5448323066392882
120,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,5.338809034907597
232,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jun 15,1.221081451060917
147,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jun 15,5.796030116358659
346,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Jul 15,1.44558521560575
386,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Jul 15,2.398357289527721
354,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Jul 15,3.477070499657769
3,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,28 May 15,1.587953456536619
467,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jul 15,2.121834360027378
458,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jul 15,4.865160848733744
307,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jun 15,2.075290896646133
374,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Jul 15,5.659137577002054
348,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Jul 15,5.180013689253935
135,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jun 15,3.693360711841205
229,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jun 15,3.501711156741957
455,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,16 Jul 15,4.424366872005476
308,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jun 15,3.912388774811773
473,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jul 15,3.917864476386037
344,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Jul 15,2.754277891854894
381,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jul 15,4.969199178644764
297,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jul 15,5.998631074606434
421,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jul 15,2.967830253251198
373,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Jul 15,2.392881587953457
267,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jun 15,4.484599589322382
41,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Jun 15,3.961670088980151
6,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 May 15,1.820670773442847
379,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Jul 15,4.438056125941136
22,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,30 May 15,3.898699520876112
7,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,29 May 15,4.065708418891171
380,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jul 15,1.798767967145791
401,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Jul 15,1.489390828199863
382,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jul 15,3.572895277207392
62,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,4.528405201916495
392,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jul 15,3.479808350444901
295,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jun 15,4.20807665982204
2,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 May 15,.3449691991786448
143,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jun 15,1.730321697467488
27,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jun 15,1.678302532511978
294,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jun 15,2.217659137577002
23,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,31 May 15,1.412731006160164
181,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jun 15,.4298425735797399
52,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,1.497604380561259
85,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,3.397672826830938
321,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jul 15,3.389459274469541
42,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Jun 15,2.3709787816564
168,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jun 15,1.984941820670773
180,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jun 15,2.507871321013005
167,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jun 15,.7118412046543463
65,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Jun 15,1.399041752224504
66,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Jun 15,4.15605749486653
51,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,2.047912388774812
72,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Jun 15,.7501711156741958
483,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jul 15,2.20123203285421
24,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,31 May 15,4.046543463381246
370,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Jul 15,2.47501711156742
212,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jun 15,2.792607802874743
183,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jun 15,.7173169062286106
71,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Jun 15,5.308692676249144
63,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Jun 15,1.738535249828884
98,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Jun 15,.7556468172484599
91,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,2.669404517453799
366,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jul 15,4.468172484599589
241,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,23 Jun 15,4.435318275154004
82,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Jun 15,5.571526351813826
117,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Jun 15,1.552361396303901
114,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Jun 15,.5749486652977412
266,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jun 15,3.411362080766598
296,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jul 15,4.999315537303217
290,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jun 15,3.526351813826146
428,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jul 15,6.015058179329227
440,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Jul 15,4.109514031485284
284,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,25 Jun 15,3.137577002053388
225,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,1.971252566735113
384,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Jul 15,2.305270362765229
283,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jun 15,2.579055441478439
240,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,23 Jun 15,3.915126625598905
365,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jul 15,3.493497604380561
142,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jun 15,1.44558521560575
453,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Jul 15,1.555099247091034
219,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,3.274469541409993
254,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,2.223134839151266
420,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jul 15,2.247775496235455
260,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,1.322381930184805
220,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,1.713894592744695
152,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jun 15,5.409993155373032
153,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,16 Jun 15,.999315537303217
332,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jul 15,2.327173169062286
478,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jul 15,2.496919917864477
454,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Jul 15,2.726899383983573
83,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Jun 15,1.28952772073922
480,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jul 15,2.297056810403833
213,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jun 15,2.234086242299794
255,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,5.973990417522245
261,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jun 15,4.939082819986311
262,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,26 Jun 15,5.963039014373717
170,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Jun 15,5.004791238877481
329,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jul 15,1.590691307323751
169,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Jun 15,2.688569472963724
