ID,Child_Type,Union,Gender,Alive,Livewith,Relation,Caregiver,Slum,PI16_DATE,Child_Age
1,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 May 15,9.221081451060916
1,Children From Other Unions,1,,,,Biological Mother,, ,28 May 15,0
4,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,28 May 15,20.2217659137577
4,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,28 May 15,12.13689253935661
4,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,28 May 15,7.832991101984942
4,Children With Biological Father,0,Female,Don't Know,,Biological Mother,, ,28 May 15,10.48049281314168
5,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 May 15,6.819986310746065
6,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,29 May 15,5.987679671457905
7,Children Not Mentioned,,Male,No,,,, ,29 May 15,4.065708418891171
7,Children Not Mentioned,,,,,,, ,29 May 15,0
7,Non-Biological Children Under Five,,Female,,Yes,Maternal Aunt,Biolgical Mother, ,29 May 15,4.632443531827516
8,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 May 15,114.6447638603696
8,Children With Biological Father,0,Female,Yes,No,Biological Mother,Step-Mother, ,29 May 15,14.48049281314168
8,Children With Biological Father,0,Male,Yes,No,Biological Mother,Step-Mother, ,29 May 15,12.82135523613963
8,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 May 15,11.15674195756331
8,Children With Biological Father,0,Male,Yes,No,Biological Mother,Step-Mother, ,29 May 15,6.663928815879535
11,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 May 15,11.65503080082136
11,Children From Other Unions,1,,,,Biological Mother,, ,28 May 15,0
13,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,30 May 15,7.38672142368241
13,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,30 May 15,7.38672142368241
17,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 May 15,11.95345653661875
17,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,29 May 15,12.53388090349076
18,Non-Biological Children Under Five,,Female,,Yes,Paternal Aunt,Biolgical Mother, ,29 May 15,2.951403148528405
20,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,29 May 15,11.68514715947981
22,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,30 May 15,27.91512662559891
22,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,30 May 15,10.24777549623546
27,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jun 15,12.74743326488706
27,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jun 15,7.315537303216975
28,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,31 May 15,6.518822724161534
31,Children From Other Unions,1,Male,No,,Biological Mother,, ,28 May 15,12
31,Children From Other Unions,1,Female,No,,Biological Mother,, ,28 May 15,8.999315537303216
33,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jun 15,6.349075975359343
35,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,31 May 15,13.33607118412047
35,Children Not Mentioned,,Male,No,,,, ,31 May 15,6.997946611909651
37,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jun 15,13.40177960301164
37,Children From Other Unions,2,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jun 15,16.91718001368925
37,Children From Other Unions,3,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jun 15,9.505817932922655
37,Children From Other Unions,4,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jun 15,.5804243668720055
38,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jun 15,2.704996577686516
40,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jun 15,6.997946611909651
41,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Jun 15,10.91581108829569
41,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Jun 15,8
41,Children From Other Unions,1,,,,Biological Mother,, ,02 Jun 15,0
46,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Jun 15,12.62149212867899
46,Children From Other Unions,2,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Jun 15,10.97604380561259
48,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Jun 15,12.29295003422314
49,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,11.44147843942505
49,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,8.440793976728269
49,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,17.02669404517454
50,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Jun 15,11.28268309377139
50,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Jun 15,16.31211498973306
53,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,29 May 15,15.39767282683094
53,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 May 15,-.5475701574264202
54,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,3.969883641341547
55,Children With Biological Father,0,Female,No,,Biological Mother,, ,05 Jun 15,4.490075290896646
57,Children With Biological Father,0,Male,Yes,No,Biological Mother,Maternal Aunt, ,05 Jun 15,5.103353867214237
58,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,3.909650924024641
60,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,115.0034223134839
62,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,9.99315537303217
63,Children From Other Unions,1,Male,Yes,No,Biological Mother,Maternal Grandmother, ,06 Jun 15,12
63,Children From Other Unions,1,Female,Yes,No,Biological Mother,Maternal Grandmother, ,06 Jun 15,9.998631074606434
64,Children With Biological Father,0,Male,Yes,No,Biological Mother,Paternal Aunt, ,05 Jun 15,14.75701574264203
64,Children With Biological Father,0,Female,Yes,No,Biological Mother,Paternal Aunt, ,05 Jun 15,11.71252566735113
64,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jun 15,7.38672142368241
64,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jun 15,10.38466803559206
64,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jun 15,.3148528405201916
65,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Jun 15,8.999315537303216
65,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Jun 15,6.165639972621492
67,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,.243668720054757
69,Children With Biological Father,0,,,,Biological Mother,, ,06 Jun 15,6.997946611909651
70,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Jun 15,6.973305954825462
71,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Jun 15,12.99931553730322
73,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jun 15,6.38466803559206
73,Children From Other Unions,1,Female,Yes,No,Biological Mother,Sibling (Sister), ,05 Jun 15,20.38603696098563
73,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jun 15,15.99452429842574
73,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jun 15,11.63039014373717
73,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jun 15,9.270362765229295
74,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,21.7659137577002
74,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,19.27994524298426
74,Children From Other Unions,2,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,12.53114305270363
74,Children From Other Unions,3,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,6.436687200547571
75,Children From Other Unions,1,Male,No,,Biological Mother,, ,03 Jun 15,4.689938398357289
76,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,30 May 15,2.978781656399726
78,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Jun 15,11.67419575633128
78,Children From Other Unions,1,,,,Biological Mother,, ,06 Jun 15,0
80,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Jun 15,7.51813826146475
85,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,14.64750171115674
85,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,16.39698836413416
86,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,12
89,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,4.999315537303217
90,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Jun 15,11.90965092402464
92,Children From Other Unions,2,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Jun 15,.2956878850102669
92,Children From Other Unions,1,Male,Yes,No,Biological Mother,Don't Know, ,07 Jun 15,26.98973305954825
92,Children From Other Unions,1,Female,Yes,No,Biological Mother,Sibling (Sister), ,07 Jun 15,24.90896646132786
92,Children From Other Unions,1,Male,No,,Biological Mother,, ,07 Jun 15,21.82067077344285
92,Children Not Mentioned,,Male,Yes,No,,Sibling (Sister), ,07 Jun 15,13.82340862422998
95,Children From Other Unions,1,,,,Biological Mother,, ,03 Jun 15,12.71457905544148
95,Children From Other Unions,2,,,,Biological Mother,, ,03 Jun 15,1.998631074606434
97,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Jun 15,22.97878165639973
97,Children From Other Unions,2,Male,No,,Biological Mother,, ,08 Jun 15,5.979466119096509
97,Children From Other Unions,3,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Jun 15,9.979466119096509
97,Children From Other Unions,4,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Jun 15,3.980835044490075
100,Children From Other Unions,1,Female,No,,Biological Mother,, ,04 Jun 15,6.967830253251198
103,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,7.808350444900753
103,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,4.068446269678303
104,Children From Other Unions,1,Male,Yes,No,Biological Mother,Maternal Grandmother, ,05 Jun 15,2.652977412731006
109,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,1.368925393566051
113,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Jun 15,12.16427104722793
113,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Jun 15,8.744695414099931
118,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Jun 15,9.242984257357975
120,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,13.01848049281314
120,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,7.181382614647502
122,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Jun 15,8.208076659822039
122,Children With Biological Father,0,,,,Biological Mother,, ,07 Jun 15,-.0082135523613963
123,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Jun 15,6.466803559206023
124,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,15.90965092402464
124,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,12.66255989048597
124,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,10.10814510609172
124,Children From Other Unions,1,Female,No,,Biological Mother,, ,09 Jun 15,5.489390828199863
126,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Jun 15,19.99726214921287
126,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Jun 15,12.91444216290212
126,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Jun 15,9.828884325804244
127,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Jun 15,8.709103353867214
128,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Jun 15,13.33607118412047
129,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Jun 15,.8980150581793293
130,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jun 15,.1697467488021903
131,Children From Other Unions,1,,,,Biological Mother,, ,13 Jun 15,-.0027378507871321
134,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Jun 15,6.480492813141684
136,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jun 15,4.933607118412047
136,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jun 15,20.57494866529774
136,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jun 15,18.58179329226557
136,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jun 15,12.09582477754962
137,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jun 15,15.67145790554415
137,Children From Other Unions,2,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jun 15,4.744695414099931
138,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jun 15,13.08145106091718
138,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jun 15,10.32443531827515
138,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jun 15,9.163586584531142
139,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Jun 15,12
139,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Jun 15,8.328542094455852
139,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Jun 15,5.998631074606434
139,Children From Other Unions,1,,,,Biological Mother,, ,15 Jun 15,0
142,Children With Biological Father,0,Male,No,,Biological Mother,, ,14 Jun 15,12.9555099247091
143,Children With Biological Father,0,Male,No,,Biological Mother,, ,14 Jun 15,3.745379876796715
144,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Jun 15,3.263518138261465
145,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jun 15,6.444900752908967
146,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jun 15,10.98425735797399
146,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jun 15,8.950034223134839
147,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jun 15,3.082819986310746
147,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jun 15,10.17932922655715
147,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jun 15,1.99315537303217
148,Children From Other Unions,1,Female,Yes,No,Biological Mother,Maternal Aunt, ,14 Jun 15,19.28542094455852
148,Children From Other Unions,1,Male,No,,Biological Mother,, ,14 Jun 15,19.28542094455852
148,Children From Other Unions,1,Male,Yes,No,Biological Mother,Maternal Grandmother, ,14 Jun 15,14.99794661190965
149,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Jun 15,8.97741273100616
149,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Jun 15,6.896646132785763
150,Children From Other Unions,1,Male,Yes,No,Biological Mother,Maternal Aunt, ,16 Jun 15,18.99794661190965
150,Children From Other Unions,2,Female,Yes,No,Biological Mother,Maternal Aunt, ,16 Jun 15,12.99931553730322
150,Children From Other Unions,3,Male,Yes,No,Biological Mother,Maternal Aunt, ,16 Jun 15,8.999315537303216
150,Children Not Mentioned,,Female,Yes,Yes,,Biolgical Mother, ,16 Jun 15,5.998631074606434
152,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jun 15,25.40999315537303
152,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jun 15,22.40930869267625
152,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jun 15,19.40588637919234
152,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jun 15,12.41067761806982
154,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Jun 15,10.98151950718686
155,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Jun 15,6.997946611909651
155,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Jun 15,15.9233401779603
155,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Jun 15,11.00342231348391
159,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jun 15,3.441478439425051
162,Children From Other Unions,1,Female,Yes,No,Biological Mother,Sibling (Sister), ,06 Jun 15,17.35249828884326
162,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Jun 15,11.91786447638604
165,Children From Other Unions,1,Male,Yes,No,Biological Mother,Sibling (Sister), ,16 Jun 15,24.83504449007529
165,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,16 Jun 15,23.00068446269678
166,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,16 Jun 15,14.61738535249829
166,Children From Other Unions,2,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,16 Jun 15,8.002737850787133
169,Children From Other Unions,1,,,,Biological Mother,, ,06 Jun 15,-.0109514031485284
170,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Jun 15,14.41752224503765
170,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Jun 15,11.41957563312799
171,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Jun 15,6.934976043805612
172,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,16 Jun 15,8.454483230663929
172,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,16 Jun 15,6.524298425735798
173,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,16 Jun 15,.027378507871321
175,Children Not Mentioned,,Female,Yes,Yes,,Biolgical Mother, ,17 Jun 15,16.5968514715948
176,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jun 15,7.080082135523614
178,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jun 15,8.082135523613964
184,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Jun 15,29.38535249828884
184,Children With Biological Father,0,Male,No,,Biological Mother,, ,15 Jun 15,26.14647501711157
185,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jun 15,7.159479808350445
186,Children From Other Unions,1,Female,Yes,No,Biological Mother,Paternal Grandmother, ,16 Jun 15,10.78986995208761
186,Children From Other Unions,1,Male,Yes,No,Biological Mother,Paternal Grandmother, ,16 Jun 15,7.682409308692677
187,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Jun 15,16.22450376454483
190,Children From Other Unions,1,Male,No,,Biological Mother,, ,18 Jun 15,.161533196440794
191,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jun 15,.5092402464065708
192,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jun 15,15.43052703627652
192,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jun 15,15.43052703627652
192,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jun 15,12.01916495550993
192,Children From Other Unions,2,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jun 15,9.108829568788501
192,Children From Other Unions,2,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jun 15,5.867214236824093
199,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jun 15,6.595482546201232
204,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jun 15,5.831622176591376
204,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jun 15,10.7460643394935
205,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jun 15,20.83230663928816
205,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jun 15,20
205,Children From Other Unions,1,Male,Yes,No,Biological Mother,Paternal Grandmother, ,20 Jun 15,17.74674880219028
205,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jun 15,16
207,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jun 15,7.559206023271732
210,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jun 15,18.60369609856263
210,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jun 15,16.52566735112936
210,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jun 15,10.2258726899384
210,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jun 15,8.035592060232718
212,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jun 15,4.63791923340178
212,Children From Other Unions,1,,,,Biological Mother,, ,19 Jun 15,0
214,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,22.16563997262149
214,Children From Other Unions,1,Female,Yes,No,Biological Mother,Maternal Aunt, ,21 Jun 15,19.83299110198494
215,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,14.94045174537988
215,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,10.27789185489391
217,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jun 15,12.41341546885695
218,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jun 15,5.916495550992471
222,Children With Biological Father,0,Female,No,,Biological Mother,, ,21 Jun 15,.6789869952087612
223,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,9.289527720739219
223,Children From Other Unions,1,,,,Biological Mother,, ,21 Jun 15,7.16495550992471
224,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,16.99931553730322
224,Children From Other Unions,1,Male,Yes,No,Biological Mother,Maternal Grandmother, ,21 Jun 15,13.66461327857632
224,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,13.25119780971937
224,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,12.16700889801506
224,Non-Biological Children Under Five,,Female,,Yes,Other,Biolgical Mother, ,21 Jun 15,3.41409993155373
227,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,11.2498288843258
227,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,13.4072553045859
228,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,.9171800136892539
228,Children With Biological Father,0,,,,Biological Mother,, ,21 Jun 15,0
232,Children From Other Unions,1,Male,Yes,No,Biological Mother,Maternal Grandmother, ,20 Jun 15,12.78576317590691
232,Children From Other Unions,1,Male,Yes,No,Biological Mother,Paternal Aunt, ,20 Jun 15,9.426420260095824
233,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,14.41752224503765
233,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,11.66872005475702
234,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,18.51060917180014
234,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,14.61738535249829
234,Non-Biological Children Under Five,,Male,,Yes,Other,Biolgical Mother, ,21 Jun 15,3.014373716632444
236,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jun 15,10.44216290212183
236,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jun 15,4.85968514715948
237,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jun 15,16
237,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jun 15,11.1895961670089
237,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jun 15,7.493497604380561
240,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,23 Jun 15,10.00958247775496
245,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jun 15,20.99931553730322
245,Children With Biological Father,0,Male,Yes,No,Biological Mother,Maternal Grandmother, ,24 Jun 15,14.99794661190965
245,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jun 15,16.99931553730322
246,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jun 15,12.74743326488706
248,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jun 15,9.19917864476386
