PI7,ID,KST_Number,S19_1,S19_3,S19_4,S20_1,S20_3,S20_12,S20_13,S20_14,S20_15,S20_16,S20_18,S20_1_1,S20_1_2,S20_1_3,S20_2_1,S20_2_2,S20_2_3,S20_2_4,S20_2_5,S20_2_5_4,S20_2_5_0,S20_2_5_1,S20_2_5_2,S20_2_5_3,S20_2_5_97,S20_2_5_98,S20_3_1,S20_3_2,S20_3_3,S20_3_4,S20_3_5,S20_3_6,S20_3_6_0,S20_3_6_1,S20_3_6_2,S20_3_6_3,S20_3_6_4,S20_3_6_5,S20_3_6_6,S20_3_6_7,S20_3_6_8,S20_3_6_9,S20_3_6_97,S20_3_6_98,S20_3_7,S20_3_8,S20_3_9,S20_4_1,S20_4_2,S20_4_3,S20_4_3_1,S20_4_3_2,S20_4_3_3,S20_4_3_4,S20_4_3_5,S20_4_3_6,S20_4_3_7,S20_4_3_8,S20_4_3_97,S20_4_3_98,S20_4_5,S20_5_1,S20_5_2,S20_5_3,S20_5_4,S20_5_5,Additional_Record_Flag,KST_ID
E2F52390-8CF1-4A0E-A606-1C4C095873C8,193,74,Paternal Grandmother,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,193074
E2F52390-8CF1-4A0E-A606-1C4C095873C8,193,1,Biological Father,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,193001
E2F52390-8CF1-4A0E-A606-1C4C095873C8,193,44,Maternal Uncle,Yes,32,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Not Employed And Looking For Work,,Poor,Once A Week,Not At All,Once A Week,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Somewhat Agree,Agree,Somewhat Agree,Agree,No,No,193044
E2F52390-8CF1-4A0E-A606-1C4C095873C8,193,45,Maternal Uncle,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,193045
E2F52390-8CF1-4A0E-A606-1C4C095873C8,193,46,Maternal Uncle,Yes,26,No,,No,Yes,More Than A Day,Walk,0-49 KSH, ,Not Employed And Looking For Work,,Poor,Not In The last Month,Somewhat,Not In The last Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Somewhat Agree,Agree,Somewhat Agree,Agree,Yes,No,193046
E2F52390-8CF1-4A0E-A606-1C4C095873C8,193,72,Maternal Grandmother,Yes,Don't Know,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Part Time,Don't Know,Average,2-3 Times A Week,Somewhat,2-3 Times A Week,Once A Week,0,No,Yes,No,No,No,No,No,Yes,No,,,,1,No,Yes,No,No,No,No,No,No,No,No,No,No, ,500-999 Kshs,Satisfied,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,193072
E2F52390-8CF1-4A0E-A606-1C4C095873C8,193,43,Maternal Uncle,Yes,35,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Part Time,Don't Know,Poor,1-3 Times In A Month,Don't Know,1-3 Times In A Month,1-3 Times In A Month,1,No,No,Yes,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Somewhat Agree,Agree,Somewhat Agree,Agree,Yes,No,193043
E2F52390-8CF1-4A0E-A606-1C4C095873C8,193,47,Maternal Uncle,Yes,23,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Not Employed And Looking For Work,,Poor,1-3 Times In A Month,Not At All,1-3 Times In A Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Somewhat Agree,Don't Agree,Somewhat Agree,Yes,No,193047
E2F52390-8CF1-4A0E-A606-1C4C095873C8,193,32,Maternal Aunt,Yes,17,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Not Employed And Not Looking For Work,,Poor,Once A Week,Not At All,Once A Week,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Somewhat Agree,Agree,Somewhat Agree,Agree,Yes,No,193032
E2F52390-8CF1-4A0E-A606-1C4C095873C8,193,75, Paternal Grandfather,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,193075
E2F52390-8CF1-4A0E-A606-1C4C095873C8,193,49,Maternal Uncle,Yes,19,No,,No,No,,,, ,Don't Know,,Don't Know,Not In The last Month,Not At All,Not In The last Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Somewhat Agree,Don't Agree,Somewhat Agree,No,No,193049
3005794C-C090-4A90-8C86-4A539FE9D70B,64,74,Paternal Grandmother,Yes,Don't Know,No,,No,Yes,6<11 Hours,Bus,>= 1000 KSH, ,Don't Know,,Don't Know,Not In The last Month,Somewhat,Not In The last Month,Not In The last Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Somewhat Agree,Don't Agree,Somewhat Agree,No,No,64074
3005794C-C090-4A90-8C86-4A539FE9D70B,64,32,Maternal Aunt,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,64032
3005794C-C090-4A90-8C86-4A539FE9D70B,64,132,Maternal Aunt,Yes,30,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Part Time,Don't Know,Average,Once A Week,Somewhat,1-3 Times In A Month,Once A Week,1,No,No,Yes,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Somewhat Agree,Agree,Yes,No,64132
3005794C-C090-4A90-8C86-4A539FE9D70B,64,3,Sibling (Brother),Yes,14,Yes,,No,,,,, ,Not Employed And Not Looking For Work,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,1-2 hours,1 4,Yes,No,No,Yes,No,No,No,No,No,No,Satisfied,Don't Agree,Somewhat Agree,Agree,Agree,Yes,No,64003
3005794C-C090-4A90-8C86-4A539FE9D70B,64,1,Biological Father,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,64001
3005794C-C090-4A90-8C86-4A539FE9D70B,64,72,Maternal Grandmother,Yes,70,Yes,,No,,,,, ,Employed Part Time,Don't Know,Poor,,,,, ,,,,,,,,Yes,Yes,Unsure/Don't Know,Don't Know,Regularly Every Month,1 2 3 5,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No, ,Unsure/Don't Know,Satisfied,Yes,1-2 hours,1 3 7,Yes,No,Yes,No,No,No,Yes,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,64072
3005794C-C090-4A90-8C86-4A539FE9D70B,64,63,Paternal Uncle,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,64063
3005794C-C090-4A90-8C86-4A539FE9D70B,64,73,Maternal Grandfather,Yes,Don't Know,Yes,,No,,,,, ,Employed Full Time,Don't Know,Average,,,,, ,,,,,,,,Yes,Yes,2000 Kshs Or More,More Than Half Of All Expenses,Regularly Every Month,1 2 3 4 5 6,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No, ,Unsure/Don't Know,Satisfied,Yes,,6 7,No,No,No,No,No,Yes,Yes,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,64073
3005794C-C090-4A90-8C86-4A539FE9D70B,64,75, Paternal Grandfather,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,64075
3005794C-C090-4A90-8C86-4A539FE9D70B,64,33,Maternal Aunt,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,64033
3005794C-C090-4A90-8C86-4A539FE9D70B,64,104,Sibling (Sister),Yes,8,Yes,,No,,,,, ,,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,5-9 Hours,4,No,No,No,Yes,No,No,No,No,No,No,Satisfied,Don't Agree,Agree,Don't Agree,Agree,Yes,No,64104
3005794C-C090-4A90-8C86-4A539FE9D70B,64,64,Paternal Uncle,Yes,Don't Know,No,,No,Yes,6<11 Hours,Bus,>= 1000 KSH, ,Don't Know,,Don't Know,Not In The last Month,Not At All,Not In The last Month,Not In The last Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Somewhat Agree,Agree,Don't Agree,Somewhat Agree,Yes,No,64064
3005794C-C090-4A90-8C86-4A539FE9D70B,64,52,Paternal Aunt,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,64052
3005794C-C090-4A90-8C86-4A539FE9D70B,64,103,Sibling (Sister),Yes,10,Yes,,No,,,,, ,,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,5-9 Hours,4,No,No,No,Yes,No,No,No,No,No,No,Satisfied,Don't Agree,Agree,Don't Agree,Agree,Yes,No,64103
3005794C-C090-4A90-8C86-4A539FE9D70B,64,53,Paternal Aunt,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,64053
3005794C-C090-4A90-8C86-4A539FE9D70B,64,54,Paternal Aunt,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,64054
3005794C-C090-4A90-8C86-4A539FE9D70B,64,105,Sibling (Brother),Yes,18,Yes,,No,,,,, ,Not Employed And Looking For Work,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,1-2 hours,1 2 4,Yes,Yes,No,Yes,No,No,No,No,No,No,Satisfied,Somewhat Agree,Agree,Somewhat Agree,Agree,Yes,No,64105
3005794C-C090-4A90-8C86-4A539FE9D70B,64,62,Paternal Uncle,Yes,Don't Know,No,,No,Yes,6<11 Hours,Bus,>= 1000 KSH, ,Don't Know,,Don't Know,Not In The last Month,Not At All,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Somewhat Agree,Somewhat Agree,No,No,64062
3005794C-C090-4A90-8C86-4A539FE9D70B,64,42,Maternal Uncle,Yes,37,Yes,,No,,,,, ,Employed Part Time,Don't Know,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Agree,Somewhat Agree,Agree,No,No,64042
611D2CDE-81FA-494D-874A-3881FCE8FC16,114,74,Paternal Grandmother,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,114074
611D2CDE-81FA-494D-874A-3881FCE8FC16,114,73,Maternal Grandfather,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,114073
611D2CDE-81FA-494D-874A-3881FCE8FC16,114,32,Maternal Aunt,Yes,8,Yes,,No,,,,, ,,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,3-5 Hours,4,No,No,No,Yes,No,No,No,No,No,No,Satisfied,Don't Agree,Agree,Don't Agree,Agree,Yes,No,114032
611D2CDE-81FA-494D-874A-3881FCE8FC16,114,143,Maternal Uncle,Yes,14,Yes,,No,,,,, ,Not Employed And Not Looking For Work,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,5-9 Hours,1 2 4,Yes,Yes,No,Yes,No,No,No,No,No,No,Satisfied,Don't Agree,Agree,Agree,Agree,Yes,No,114143
611D2CDE-81FA-494D-874A-3881FCE8FC16,114,72,Maternal Grandmother,Yes,44,Yes,,No,,,,, ,Employed Part Time,Refused To Answer,Poor,,,,, ,,,,,,,,Yes,Yes,Unsure/Don't Know,Don't Know,Regularly Every Month,1 2 3 4 5,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No, ,Unsure/Don't Know,Satisfied,Yes,5-9 Hours,1 2 3 6 7,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,114072
611D2CDE-81FA-494D-874A-3881FCE8FC16,114,75, Paternal Grandfather,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,114075
611D2CDE-81FA-494D-874A-3881FCE8FC16,114,142,Maternal Uncle,Yes,18,Yes,,No,,,,, ,Not Employed And Looking For Work,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,1-2 hours,1,Yes,No,No,No,No,No,No,No,No,No,Satisfied,Somewhat Agree,Agree,Agree,Agree,Yes,No,114142
611D2CDE-81FA-494D-874A-3881FCE8FC16,114,132,Maternal Aunt,Yes,10,Yes,,No,,,,, ,,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,3-5 Hours,2 4,No,Yes,No,Yes,No,No,No,No,No,No,Satisfied,Don't Agree,Agree,Somewhat Agree,Agree,Yes,No,114132
611D2CDE-81FA-494D-874A-3881FCE8FC16,114,33,Maternal Aunt,Yes,4,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,114033
611D2CDE-81FA-494D-874A-3881FCE8FC16,114,1,Biological Father,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,114001
4B77FE65-1BDC-4632-AC85-9EE872564C30,115,73,Maternal Grandfather,Yes,Don't Know,No,,No,Yes,6<11 Hours,Bus,>= 1000 KSH, ,Employed Part Time,Don't Know,Poor,2-3 Times A Week,Somewhat,1-3 Times In A Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,115073
4B77FE65-1BDC-4632-AC85-9EE872564C30,115,72,Maternal Grandmother,Yes,55,No,,No,Yes,6<11 Hours,Bus,>= 1000 KSH, ,Employed Part Time,Don't Know,Poor,2-3 Times A Week,Somewhat,1-3 Times In A Month,2-3 Times A Week,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,115072
4B77FE65-1BDC-4632-AC85-9EE872564C30,115,75, Paternal Grandfather,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,115075
4B77FE65-1BDC-4632-AC85-9EE872564C30,115,132,Maternal Aunt,Yes,15,Yes,,No,,,,, ,Not Employed And Not Looking For Work,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,3-5 Hours,1 2 3,Yes,Yes,Yes,No,No,No,No,No,No,No,Satisfied,Somewhat Agree,Agree,Agree,Agree,Yes,No,115132
4B77FE65-1BDC-4632-AC85-9EE872564C30,115,142,Maternal Uncle,Yes,Don't Know,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Part Time,Don't Know,Poor,Not In The last Month,Not At All,1-3 Times In A Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,No,No,115142
4B77FE65-1BDC-4632-AC85-9EE872564C30,115,12,Sibling (Brother),Yes,10,Yes,,No,,,,, ,,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,5-9 Hours,4,No,No,No,Yes,No,No,No,No,No,No,Satisfied,Don't Agree,Agree,Don't Agree,Agree,Yes,No,115012
4B77FE65-1BDC-4632-AC85-9EE872564C30,115,74,Paternal Grandmother,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,115074
4B77FE65-1BDC-4632-AC85-9EE872564C30,115,32,Maternal Aunt,Yes,22,Yes,,No,,,,, ,Employed Part Time,5000-7499,Poor,,,,, ,,,,,,,,Yes,Yes,2000 Kshs Or More,Less Than Half Of All Expenses,Regularly Every Month,1 4,No,Yes,No,No,Yes,No,No,No,No,No,No,No, ,2000 Kshs Or More,Satisfied,Yes,3-5 Hours,1 2 3 6 7,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,115032
4B77FE65-1BDC-4632-AC85-9EE872564C30,115,133,Maternal Aunt,Yes,12,Yes,,No,,,,, ,Not Employed And Not Looking For Work,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,1-2 hours,1 2 3,Yes,Yes,Yes,No,No,No,No,No,No,No,Satisfied,Don't Agree,Agree,Somewhat Agree,Agree,Yes,No,115133
4B77FE65-1BDC-4632-AC85-9EE872564C30,115,1,Biological Father,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,115001
4B77FE65-1BDC-4632-AC85-9EE872564C30,115,42,Maternal Uncle,Yes,Don't Know,No,,No,Yes,6<11 Hours,Bus,>= 1000 KSH, ,Employed Full Time,Don't Know,Average,Not In The last Month,Somewhat,Not In The last Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,Yes,Yes,1000-1999 Kshs,Less Than Half Of All Expenses,Upon Request,1 3,No,Yes,No,Yes,No,No,No,No,No,No,No,No, ,1000-1999 Kshs,Satisfied,No,, ,,,,,,,,,,,,Somewhat Agree,Agree,Agree,Agree,Yes,No,115042
4B77FE65-1BDC-4632-AC85-9EE872564C30,115,43,Maternal Uncle,Yes,19,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Part Time,Don't Know,Poor,1-3 Times In A Month,Not At All,1-3 Times In A Month,Once A Week,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,No,No,115043
9D06334F-1ACC-42D5-8980-E2A254F318C4,3,243,Maternal Uncle,Yes,98,No,,No,Yes,1<3 Hours,Matatu,250-499 KSH, ,Not Employed And Looking For Work,,Average,Not In The last Month,Somewhat,Not In The last Month,Not In The last Month,1,No,No,Yes,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Somewhat Agree,Agree,Don't Agree,Somewhat Agree,Yes,No,3243
9D06334F-1ACC-42D5-8980-E2A254F318C4,3,75, Paternal Grandfather,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,3075
9D06334F-1ACC-42D5-8980-E2A254F318C4,3,74,Paternal Grandmother,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,3074
9D06334F-1ACC-42D5-8980-E2A254F318C4,3,72,Maternal Grandmother,Yes,98,No,,No,Yes,3<6 Hours,Matatu,500-999 KSH, ,Not Employed And Not Looking For Work,,Average,Not In The last Month,Somewhat,Not In The last Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,3072
9D06334F-1ACC-42D5-8980-E2A254F318C4,3,73,Maternal Grandfather,Yes,98,No,,No,Yes,3<6 Hours,Matatu,500-999 KSH, ,Not Employed And Not Looking For Work,,Average,Not In The last Month,Somewhat,Don't Know,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,3073
9D06334F-1ACC-42D5-8980-E2A254F318C4,3,1,Biological Father,Yes,98,No,,Don't Know,,,,, ,Don't Know,,Don't Know,Not In The last Month,0,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Agree,Yes,No,3001
9D06334F-1ACC-42D5-8980-E2A254F318C4,3,242,Maternal Uncle,Yes,98,No,,No,Yes,3<6 Hours,Matatu,500-999 KSH, ,Employed Part Time,Refused To Answer,Average,Not In The last Month,Not At All,Not In The last Month,1-3 Times In A Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Don't Agree,Yes,No,3242
9D06334F-1ACC-42D5-8980-E2A254F318C4,3,33,Maternal Aunt,Yes,98,No,,No,Yes,3<6 Hours,Matatu,500-999 KSH, ,Not Employed And Looking For Work,,Average,Not In The last Month,Somewhat,Not In The last Month,1-3 Times In A Month,1,No,No,Yes,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,3033
9D06334F-1ACC-42D5-8980-E2A254F318C4,3,32,Maternal Aunt,Yes,98,No,,No,Yes,< 1 Hour,Walk,Don't Know, ,Employed Part Time,Refused To Answer,Average,Daily,Somewhat,2-3 Times A Week,Once A Week,1,No,No,Yes,No,No,No,No,Yes,Yes,Unsure/Don't Know,Less Than Half Of All Expenses,Regularly Every Month,6 7 8,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No, ,Unsure/Don't Know,Satisfied,Yes,1-2 hours,1 2 3 4 5 6 7 8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,3032
18EEB03C-90B1-465E-AB96-A41BE7478D7C,60,63,Paternal Uncle,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,60063
18EEB03C-90B1-465E-AB96-A41BE7478D7C,60,52,Paternal Aunt,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,60052
18EEB03C-90B1-465E-AB96-A41BE7478D7C,60,72,Maternal Grandmother,Yes,60,No,,No,Yes,1<3 Hours,Matatu,500-999 KSH, ,Not Employed And Looking For Work,,Average,1-3 Times In A Month,Somewhat,Not In The last Month,2-3 Times A Week,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,60072
18EEB03C-90B1-465E-AB96-A41BE7478D7C,60,75, Paternal Grandfather,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,60075
18EEB03C-90B1-465E-AB96-A41BE7478D7C,60,73,Maternal Grandfather,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,60073
18EEB03C-90B1-465E-AB96-A41BE7478D7C,60,53,Paternal Aunt,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,60053
18EEB03C-90B1-465E-AB96-A41BE7478D7C,60,74,Paternal Grandmother,Yes,Don't Know,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Not Employed And Not Looking For Work,,Rich,Daily,Somewhat,Daily,Not In The last Month,0,No,Yes,No,No,No,No,No,Yes,Yes,Unsure/Don't Know,Less Than Half Of All Expenses,Regularly Every Month,1 2 3 4 5 7,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No, ,Unsure/Don't Know,Satisfied,Yes,5-9 Hours,1 2 3,Yes,Yes,Yes,No,No,No,No,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,60074
18EEB03C-90B1-465E-AB96-A41BE7478D7C,60,33,Maternal Aunt,Yes,30,No,,No,Yes,1<3 Hours,Matatu,500-999 KSH, ,Employed Full Time,Don't Know,Average,1-3 Times In A Month,Somewhat,1-3 Times In A Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,60033
18EEB03C-90B1-465E-AB96-A41BE7478D7C,60,42,Maternal Uncle,Yes,22,No,,No,No,,,, ,Employed Full Time,Don't Know,Poor,Daily,Somewhat,Daily,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,60042
18EEB03C-90B1-465E-AB96-A41BE7478D7C,60,1,Biological Father,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,60001
18EEB03C-90B1-465E-AB96-A41BE7478D7C,60,43,Maternal Uncle,Yes,17,No,,No,Yes,1<3 Hours,Matatu,500-999 KSH, ,Not Employed And Not Looking For Work,,Poor,Not In The last Month,Somewhat,Not In The last Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Somewhat Agree,Agree,Don't Agree,Agree,Yes,No,60043
18EEB03C-90B1-465E-AB96-A41BE7478D7C,60,32,Maternal Aunt,Yes,33,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Full Time,Don't Know,Average,Daily,Not At All,1-3 Times In A Month,Once A Week,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,60032
18EEB03C-90B1-465E-AB96-A41BE7478D7C,60,62,Paternal Uncle,Yes,Don't Know,No,,No,No,,,, ,Don't Know,,Poor,1-3 Times In A Month,Not At All,1-3 Times In A Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Agree,No,No,60062
